NR	FILENR	ID	SYMBOL	USE	TRACE	RU	PL
1348	19	7164	TOPIC_BARRENLAGER	B_CLOSETOPIC.TOPIC	LOG_SETTOPICSTATUS.PAR0	Ктл | Крица для склада	KTL | Sztaby do magazynu
1349	19	7165	TOPIC_VERLORENESSCHAF	B_CLOSETOPIC.TOPIC	LOG_SETTOPICSTATUS.PAR0	Ктл | Любимая овца Маркона	KTL | Ulubiona owca Markona
1350	19	7166	TOPIC_HOHENANGST	B_CLOSETOPIC.TOPIC	LOG_SETTOPICSTATUS.PAR0	Ктл | Маркон боится высоты	KTL | Lęk wysokości Makrona 
1351	19	7167	TOPIC_VIGO_AMULETT	B_CLOSETOPIC.TOPIC	LOG_SETTOPICSTATUS.PAR0	Ктл | Потерянный амулет Виго	KTL | Zaginiony amulet Vigo
1352	19	7168	TOPIC_JUSTUS_KRAFT	B_CLOSETOPIC.TOPIC	LOG_SETTOPICSTATUS.PAR0	Ктл | Тренер Юстус	KTL | Trener Justus
1353	19	7169	TOPIC_LUKAS_BESCHWERDEN	B_CLOSETOPIC.TOPIC	LOG_SETTOPICSTATUS.PAR0	Ктл | Тяжелая работа	KTL | Ciężka praca
1354	19	7170	TOPIC_MANGORAKRAUT	B_CLOSETOPIC.TOPIC	LOG_SETTOPICSTATUS.PAR0	Ктл | Мангорацвет	KTL | Kwiat mango
1355	19	7171	TOPIC_JOHANNES_SPITZHACKE	B_CLOSETOPIC.TOPIC	LOG_SETTOPICSTATUS.PAR0	Ктл | Небольшая помощь	KTL | Mała pomoc
1356	19	7172	TOPIC_JONA_WASSER	B_CLOSETOPIC.TOPIC	LOG_SETTOPICSTATUS.PAR0	Ктл | Попить воды	KTL | Wypić wodę
1357	19	7173	TOPIC_THOMAS_BIER	B_CLOSETOPIC.TOPIC	LOG_SETTOPICSTATUS.PAR0	Ктл | Пиво для Томаса	KTL | Piwo dla Thomasa
1358	19	7174	TOPIC_GABRIEL_AMULETT	B_CLOSETOPIC.TOPIC	LOG_SETTOPICSTATUS.PAR0	Ктл | Амулет Габриэля	KTL | Amulet Gabriela
1359	19	7175	TOPIC_NORA_RING	B_CLOSETOPIC.TOPIC	LOG_SETTOPICSTATUS.PAR0	Ктл | Проигранное пари	KTL | Przegrany zakład
1360	19	7176	TOPIC_AUSWEG	B_CLOSETOPIC.TOPIC	LOG_SETTOPICSTATUS.PAR0	Ктл | Путь к свободе	KTL | Droga do wolności
1361	19	7177	TOPIC_GERICHT	B_CLOSETOPIC.TOPIC	LOG_SETTOPICSTATUS.PAR0	Ктл | Логово Шестирукого	KTL | Leże Sześciorękiego
1362	19	7178	TOPIC_LEHRER_SARKERAS	LOG_CREATETOPIC.PAR0	LOG_CREATETOPIC.PAR0	Учитель и торговцы в Котловане	Nauczyciel i handlarze w Kotlinie
1363	19	7179	TOPIC_BECOMEAGUARD	B_LOGENTRY.TOPIC	LOG_ADDENTRY.PAR0	Наследие Белиара	Dziedzictwo Beliara
1364	19	7181	TOPIC_LOSTHERBS	LOG_CREATETOPIC.PAR0	LOG_CREATETOPIC.PAR0	Потерянные растения	Zaginione rośliny
1365	19	7183	TOPIC_SOMANYBOOKS	LOG_CREATETOPIC.PAR0	LOG_CREATETOPIC.PAR0	Так много книг!	Tyle książek!
1366	19	7185	TOPIC_REMORAZBROOM	LOG_SETTOPICSTATUS.PAR0	LOG_SETTOPICSTATUS.PAR0	Махай метлой	Machaj miotłą
1367	19	7187	TOPIC_HIGHEXPECTATIONS	LOG_CREATETOPIC.PAR0	LOG_CREATETOPIC.PAR0	Большие ожидания	Wielkie oczekiwania
1368	19	7189	TOPIC_SPELL	LOG_CREATETOPIC.PAR0	LOG_CREATETOPIC.PAR0	Круги магии	Kręgi magii
1369	19	7191	TOPIC_LAST_PLEAS	B_LOGENTRY.TOPIC	LOG_ADDENTRY.PAR0	Б | Последняя просьба	B | Ostatnie życzenie
1370	19	7192	TOPIC_INNOSEDGE	B_LOGENTRY.TOPIC	LOG_ADDENTRY.PAR0	Б | Солнечный клинок	B | Słoneczne ostrze
1371	19	7193	TOPIC_MYSTERY_MAN	LOG_CREATETOPIC.PAR0	LOG_CREATETOPIC.PAR0	Б | Таинственный человек	B | Tajemniczy człowiek
1372	19	7194	TOPIC_MEDICINE	B_LOGENTRY.TOPIC	LOG_ADDENTRY.PAR0	Б | Лекарство	B | Lekarstwo
1373	19	7195	TOPIC_TWOPERSONSINMINE	B_LOGENTRY.TOPIC	LOG_ADDENTRY.PAR0	Б | Плато	B | Płaskowyż
1374	19	7196	TOPIC_HURT_CLARENCE	LOG_CREATETOPIC.PAR0	LOG_CREATETOPIC.PAR0	Б | Раненый рядовой	B | Ranny wojownik
1375	19	7197	TOPIC_MYSTERYVALLEY	LOG_CREATETOPIC.PAR0	LOG_CREATETOPIC.PAR0	Б | Горная долина	B | Górska dolina
1376	19	7198	TOPIC_LAST_COMMANDS	LOG_CREATETOPIC.PAR0	LOG_CREATETOPIC.PAR0	Б | Последний приказ	B | Ostatni rozkaz
1377	19	7199	TOPIC_LIBRARY	LOG_CREATETOPIC.PAR0	LOG_CREATETOPIC.PAR0	Б | Библиотека	B | Biblioteka
1378	19	7200	TOPIC_INFORMATION	LOG_CREATETOPIC.PAR0	LOG_CREATETOPIC.PAR0	Б | Информация	B | Informacja
1379	19	7201	TOPIC_OLD_CHEST	LOG_CREATETOPIC.PAR0	LOG_CREATETOPIC.PAR0	Б | Старый сундук	B | Stara skrzynia
1380	19	7202	TOPIC_FOOD_FOR_BANDITS	LOG_CREATETOPIC.PAR0	LOG_CREATETOPIC.PAR0	Б | Голодные бандиты	B | Głodni bandyci
1559	21	7381	TOPIC_TALIASANBOOKS	LOG_CREATETOPIC.PAR0	LOG_CREATETOPIC.PAR0	Продали Галлахаду	Sprzedano Gallahadowi
1560	21	7382	TOPIC_OPTION	B_LOGENTRY_QUIET.TOPIC	LOG_ADDENTRY.PAR0	Настройки игры	Ustawienia gry
1648	22	7494	TOPIC_RARETHINGS	B_CLOSETOPIC.TOPIC	LOG_SETTOPICSTATUS.PAR0	!ХРгв | Антиквариат	!KHR | Antyki
1764	22	7610	LOGTEXT_ADDON_SKIPSRUMTOBALTRAM	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	Скип дал мне ром. Я должен доставить его Бальтраму.	Skip dał mi rum. Muszę go dostarczyć Baltramowi.
1946	-1	11929	SVM_1	"SECRISL_CRIME=""SVM_1_SECRISL_CRIME"""	SUBTITLE	Лорд Бонвиан узнает о твоем поведении!	Lord Bonvian dowie się o twoim zachowaniu!
1954	-1	11929	SVM_1	"ABS_SECRISL=""SVM_1_ABS_SECRISL"""	SUBTITLE	Оступиться может каждый. Главное, не делать это постоянно!	Każdy popełnia błędy. Najważniejsze, by ich nie powtarzać.
2165	-1	11931	SVM_3	"SECRISL_CRIME=""SVM_3_SECRISL_CRIME"""	SUBTITLE	Лорд Бонвиан узнает о твоем поведении!	Lord Bonvian dowie się o twoim zachowaniu!
2173	-1	11931	SVM_3	"ABS_SECRISL=""SVM_3_ABS_SECRISL"""	SUBTITLE	Оступиться может каждый. Главное, не делать это постоянно!	Każdy popełnia błędy. Najważniejsze, by ich nie powtarzać.
2384	-1	11932	SVM_4	"SECRISL_CRIME=""SVM_4_SECRISL_CRIME"""	SUBTITLE	Лорд Бонвиан узнает о твоем поведении!	Lord Bonvian dowie się o twoim zachowaniu!
2392	-1	11932	SVM_4	"ABS_SECRISL=""SVM_4_ABS_SECRISL"""	SUBTITLE	Оступиться может каждый. Главное, не делать это постоянно!	Każdy popełnia błędy. Najważniejsze, by ich nie powtarzać.
2603	-1	11933	SVM_5	"SECRISL_CRIME=""SVM_5_SECRISL_CRIME"""	SUBTITLE	Лорд Бонвиан узнает о твоем поведении!	Lord Bonvian dowie się o twoim zachowaniu!
2611	-1	11933	SVM_5	"ABS_SECRISL=""SVM_5_ABS_SECRISL"""	SUBTITLE	Оступиться может каждый. Главное, не делать это постоянно!	Każdy popełnia błędy. Najważniejsze, by ich nie powtarzać.
2822	-1	11934	SVM_6	"SECRISL_CRIME=""SVM_6_SECRISL_CRIME"""	SUBTITLE	Лорд Бонвиан узнает о твоем поведении!	Lord Bonvian dowie się o twoim zachowaniu!
2830	-1	11934	SVM_6	"ABS_SECRISL=""SVM_6_ABS_SECRISL"""	SUBTITLE	Оступиться может каждый. Главное, не делать это постоянно!	Każdy popełnia błędy. Najważniejsze, by ich nie powtarzać.
3041	-1	11935	SVM_7	"SECRISL_CRIME=""SVM_7_SECRISL_CRIME"""	SUBTITLE	Лорд Бонвиан узнает о твоем поведении!	Lord Bonvian dowie się o twoim zachowaniu!
3049	-1	11935	SVM_7	"ABS_SECRISL=""SVM_7_ABS_SECRISL"""	SUBTITLE	Оступиться может каждый. Главное, не делать это постоянно!	Każdy popełnia błędy. Najważniejsze, by ich nie powtarzać.
3260	-1	11936	SVM_8	"SECRISL_CRIME=""SVM_8_SECRISL_CRIME"""	SUBTITLE	Лорд Бонвиан узнает о твоем поведении!	Lord Bonvian dowie się o twoim zachowaniu!
3268	-1	11936	SVM_8	"ABS_SECRISL=""SVM_8_ABS_SECRISL"""	SUBTITLE	Оступиться может каждый. Главное, не делать это постоянно!	Każdy popełnia błędy. Najważniejsze, by ich nie powtarzać.
3482	-1	11937	SVM_9	"SECRISL_CRIME=""SVM_9_SECRISL_CRIME"""	SUBTITLE	Лорд Бонвиан узнает о твоем поведении!	Lord Bonvian dowie się o twoim zachowaniu!
3490	-1	11937	SVM_9	"ABS_SECRISL=""SVM_9_ABS_SECRISL"""	SUBTITLE	Оступиться может каждый. Главное, не делать это постоянно!	Każdy popełnia błędy. Najważniejsze, by ich nie powtarzać.
3701	-1	11938	SVM_10	"SECRISL_CRIME=""SVM_10_SECRISL_CRIME"""	SUBTITLE	Лорд Бонвиан узнает о твоем поведении!	Lord Bonvian dowie się o twoim zachowaniu!
3709	-1	11938	SVM_10	"ABS_SECRISL=""SVM_10_ABS_SECRISL"""	SUBTITLE	Оступиться может каждый. Главное, не делать это постоянно!	Każdy popełnia błędy. Najważniejsze, by ich nie powtarzać.
3921	-1	11939	SVM_11	"SECRISL_CRIME=""SVM_11_SECRISL_CRIME"""	SUBTITLE	Лорд Бонвиан узнает о твоем поведении!	Lord Bonvian dowie się o twoim zachowaniu!
3929	-1	11939	SVM_11	"ABS_SECRISL=""SVM_11_ABS_SECRISL"""	SUBTITLE	Оступиться может каждый. Главное, не делать это постоянно!	Każdy popełnia błędy. Najważniejsze, by ich nie powtarzać.
4141	-1	11940	SVM_12	"SECRISL_CRIME=""SVM_12_SECRISL_CRIME"""	SUBTITLE	Лорд Бонвиан узнает о твоем поведении!	Lord Bonvian dowie się o twoim zachowaniu!
4149	-1	11940	SVM_12	"ABS_SECRISL=""SVM_12_ABS_SECRISL"""	SUBTITLE	Оступиться может каждый. Главное, не делать это постоянно!	Każdy popełnia błędy. Najważniejsze, by ich nie powtarzać.
4360	-1	11941	SVM_13	"SECRISL_CRIME=""SVM_13_SECRISL_CRIME"""	SUBTITLE	Лорд Бонвиан узнает о твоем поведении!	Lord Bonvian dowie się o twoim zachowaniu!
4368	-1	11941	SVM_13	"ABS_SECRISL=""SVM_13_ABS_SECRISL"""	SUBTITLE	Оступиться может каждый. Главное, не делать это постоянно!	Każdy popełnia błędy. Najważniejsze, by ich nie powtarzać.
4579	-1	11942	SVM_14	"SECRISL_CRIME=""SVM_14_SECRISL_CRIME"""	SUBTITLE	Лорд Бонвиан узнает о твоем поведении!	Lord Bonvian dowie się o twoim zachowaniu!
4587	-1	11942	SVM_14	"ABS_SECRISL=""SVM_14_ABS_SECRISL"""	SUBTITLE	Оступиться может каждый. Главное, не делать это постоянно!	Każdy popełnia błędy. Najważniejsze, by ich nie powtarzać.
4749	-1	11943	SVM_15	"ADDON_OPENADANOSTEMPLE=""SVM_15_Addon_OPENADANOSTEMPLE"""	SUBTITLE	ШЕРЕДРА АХАНТАР!	JEREDRA AKANTAR!
4784	-1	11943	SVM_15	"BOSSGEGNER1=""Bossgegner1"""	SUBTITLE	Эх, я никогда НЕ любил гоблинов!	Ach, nigdy NIE lubiłem goblinów!
4785	-1	11943	SVM_15	"BOSSGEGNER2=""Bossgegner2"""	SUBTITLE	О Иннос! Эти крики сводили меня с ума!	O, Innosie! Te krzyki doprowadzały mnie do szaleństwa!
4786	-1	11943	SVM_15	"BOSSGEGNER3=""Bossgegner3"""	SUBTITLE	Одним ублюдком меньше!	Jeden bękart mniej!
4787	-1	11943	SVM_15	"BOSSGEGNER4=""Bossgegner4"""	SUBTITLE	Без своей матки Луркеры рано или поздно исчезнут с острова!	Bez swojej matki topielce prędzej czy później znikną z wyspy!
4788	-1	11943	SVM_15	"BOSSGEGNER5=""Bossgegner5"""	SUBTITLE	Рог! - Мое испытание, наверное, закончилось!	Róg! – Moja próba chyba się skończyła!
4789	-1	11943	SVM_15	"ERFOLGE1=""Erfolge1"""	SUBTITLE	Хм... Возможно ли, что я что-то преувеличивал?	Hmm... Czy to możliwe, że trochę przesadziłem?
4790	-1	11943	SVM_15	"ERFOLGE2=""Erfolge2"""	SUBTITLE	Ух ... Еще ОДИН гриб, и ВСЕ они снова появятся!	Ojej... Jeszcze JEDEN grzyb, a WSZYSTKIE znowu się pojawią!
4791	-1	11943	SVM_15	"ERFOLGE3=""Erfolge3"""	SUBTITLE	***	***
4792	-1	11943	SVM_15	"LAGERFEUER1=""Lagerfeuer1"""	SUBTITLE	Мммм! Пахнет вкусно!	Mmm! Wspaniale pachnie!
4793	-1	11943	SVM_15	"LAGERFEUER2=""Lagerfeuer2"""	SUBTITLE	Красиво и с хрустящей корочкой!	Piękne i z chrupiącą skórką!
4794	-1	11943	SVM_15	"LAGERFEUER3=""Lagerfeuer3"""	SUBTITLE	Почти как с дома!	Prawie jak w domu!
4795	-1	11943	SVM_15	"WERKBANK1=""Werkbank1"""	SUBTITLE	Неплохо! Я почти горжусь собой!	Nieźle! Prawie jestem z siebie dumny!
4796	-1	11943	SVM_15	"WERKBANK2=""Werkbank2"""	SUBTITLE	Хм ... выглядит довольно аккуратно!	Hm... wygląda całkiem ładnie!
4797	-1	11943	SVM_15	"REGEN1=""Regen1"""	SUBTITLE	Проклятый дождь!	Przeklęty deszcz!
4798	-1	11943	SVM_15	"REGEN2=""Regen2"""	SUBTITLE	Чертов дождь!	Cholerny deszcz!
4799	-1	11943	SVM_15	"REGEN3=""Regen3"""	SUBTITLE	Неужели каждый день должен идти дождь?	Czy naprawdę każdego dnia musi padać deszcz?
4800	-1	11943	SVM_15	"REGEN4=""Regen4"""	SUBTITLE	Надеюсь, я не слишком промокну!	Mam nadzieję, że nie zmoknę zbytnio!
4895	-1	11944	SVM_16	"SECRISL_CRIME=""SVM_16_SECRISL_CRIME"""	SUBTITLE	Лорд Бонвиан узнает о твоем поведении!	Lord Bonvian dowie się o twoim zachowaniu!
4903	-1	11944	SVM_16	"ABS_SECRISL=""SVM_16_ABS_SECRISL"""	SUBTITLE	Оступиться может каждый. Главное, не делать это постоянно!	Każdy popełnia błędy. Najważniejsze, by ich nie powtarzać.
5095	-1	11945	SVM_17	"SECRISL_CRIME=""SVM_17_SECRISL_CRIME"""	SUBTITLE	Лорд Бонвиан узнает о твоем поведении!	Lord Bonvian dowie się o twoim zachowaniu!
5103	-1	11945	SVM_17	"ABS_SECRISL=""SVM_17_ABS_SECRISL"""	SUBTITLE	Оступиться может каждый. Главное, не делать это постоянно!	Każdy popełnia błędy. Najważniejsze, by ich nie powtarzać.
5214	27	11959	MOBNAME_CHEST_HERO	---	---	Бесхозный сундук	Niczyja skrzynia
5224	27	11970	MOBNAME_STRAW	---	---	Стог сена	Stóg siana
5230	27	11979	MOBNAME_BARBQ_SCAV	---	---	Вертел	Rożen
5245	27	12000	MOBNAME_REPAIR	---	---	Р	R
5256	27	12012	MOBNAME_BLOCKAGE	---	---	Завал	Zawalisko
5274	27	12031	MOBNAME_WORKBENCHWOOD	---	---	Столярный верстак	Stół stolarski
5275	27	12032	MOBNAME_WORKBENCHSMITH	---	---	Слесарный верстак	Stół warsztatowy
5276	27	12033	MOBNAME_BROCKEN	---	---	Колодец	Studnia
5277	27	12034	MOBNAME_LIANE	---	---	Лиана	Pnącze
5278	27	12035	MOBNAME_HEBEL	---	---	Рычаг	Dźwignia
5279	27	12036	MOBNAME_CHAIN	---	---	Цепь	Łańcuch
5280	27	12037	MOBNAME_STEINZUNGE	---	---	Язык статуи	Język posągu
5281	27	12038	MOBNAME_SCULL	---	---	Когда увидишь мое послание, поверни мою голову на кресте!	Kiedy zobaczysz tę wiadomość, obróć moją głowę na krzyżu!
5282	27	12039	MOBNAME_CRATES	---	---	Ящики	Skrzynki
5354	27	12113	MOBNAME_GRAVE_09	---	---	Неизвестный солдат	Nieznany żołnierz
5387	27	12146	MOBNAME_ADDON_ORNAMENTSWITCH	---	---	Старый переключатель	Stary przełącznik
5407	27	12166	MOBNAME_GRAVE_INTRUSION_02	---	---	Ферхонас 112 - 190 'Никто не помнит, из какого города он родом'	Ferhonas 112–190 'Nikt nie pamięta, z jakiego miasta pochodził'
5409	27	12168	MOBNAME_GRAVE_INTRUSION_04	---	---	Августин 402 - 463 'Убит орком.'	Augustyn 402–463 'Zabity przez orka'
5414	27	12173	MOBNAME_GRAVE_INTRUSION_09	---	---	Марк 310 - 369 'Здесь могла быть ваша теща'	Mark 310–369 'Tu mogła być twoja teściowa'
5415	27	12174	MOBNAME_GRAVE_INTRUSION_10	---	---	Мориис 530 - 604 'Привет!'	Morris 530–604 'Cześć!'
5416	27	12175	MOBNAME_GRAVE_INTRUSION_11	---	---	Братья Дрейк 502 - 529, 505 - 529. 'Кто на спор выкурит больше болотника?'	Bracia Drake 502–529, 505–529. 'Ten wygra zakład, kto wypali więcej bagiennego ziela'
5417	27	12176	MOBNAME_GRAVE_INTRUSION_12	---	---	Альф 603 - 648 'Создать мост сложнее, чем пройти его!'	Alf 603–648 'Trudniej jest zbudować most niż po nim przejść!'
5422	27	12181	MOBNAME_GRAVE_INTRUSION_17	---	---	Шир-Абуи 254 - 303 'Не занимать! Уполз к соседке.'	Shir-Abui 254–303 'Nie ma mowy! Uciekł do sąsiadki.'
5425	27	12184	MOBNAME_VOS_MILTEN	---	---	Мiльтен aka Сильдерон - 'Ишел, упал, проснулся - мертв!'	Milten aka Silderon – 'Szedłem, upadłem, obudziłem się – nie żyję!'
5426	27	12185	MOBNAME_ENEMYSTATUE	---	---	Статуя боя	Statua bitwy
5427	27	12186	MOBNAME_WERKBANK	---	---	Верстак	Stół warsztatowy
5428	27	12187	MOBNAME_LAGERFEUER	---	---	Костер	Ognisko
5429	27	12188	MOBNAME_SHIP	---	---	Подготовить лодку	Przygotuj łódź
5430	27	12189	RUIN_DISCOVERED	PRINTCENTER._TEXT_	PRINTSCREEN.PAR0	Обнаружены руины!	Odkryto ruiny!
5431	27	12190	MOBNAME_SZAFKA	---	---	Верстак	Stół warsztatowy
5432	27	84385	TXT_TYPEGUILDS	TXT_GUILDS	TXT_GUILDS	Бродяга	Włóczęga
5433	27	84386	TXT_TYPEGUILDS	TXT_GUILDS[1]	TXT_GUILDS	Паладин	Paladyn
5434	27	84387	TXT_TYPEGUILDS	TXT_GUILDS[2]	TXT_GUILDS	Стражник Учара	Strażnik Uchar
5435	27	84388	TXT_TYPEGUILDS	TXT_GUILDS[2]	TXT_GUILDS	Ополченец	Strażnik miejski
5436	27	84389	TXT_TYPEGUILDS	TXT_GUILDS[2]	TXT_GUILDS	Ополченец	Strażnik miejski
5437	27	84390	TXT_TYPEGUILDS	TXT_GUILDS[3]	TXT_GUILDS	Горожанин	Obywatel
5438	27	84391	TXT_TYPEGUILDS	TXT_GUILDS[4]	TXT_GUILDS	Маг Огня	Mag Ognia
5439	27	84392	TXT_TYPEGUILDS	TXT_GUILDS[5]	TXT_GUILDS	Адепт Огня	Nowicjusz ognia
5440	27	84393	TXT_TYPEGUILDS	TXT_GUILDS[6]	TXT_GUILDS	ОнД	Łowca smoków
5441	27	84394	TXT_TYPEGUILDS	TXT_GUILDS[7]	TXT_GUILDS	Наемник	Najemnik
5442	27	84395	TXT_TYPEGUILDS	TXT_GUILDS[8]	TXT_GUILDS	Крестьянин	Chłop
5443	27	84396	TXT_TYPEGUILDS	TXT_GUILDS[9]	TXT_GUILDS	Бандит	Bandyta
5444	27	84397	TXT_TYPEGUILDS	TXT_GUILDS[10]	TXT_GUILDS	Охотник	Myśliwy
5445	27	84398	TXT_TYPEGUILDS	TXT_GUILDS[10]	TXT_GUILDS	Бродяга	Włóczęga
5446	27	84399	TXT_TYPEGUILDS	TXT_GUILDS[10]	TXT_GUILDS	Ловкач	Łowca
5447	27	84400	TXT_TYPEGUILDS	TXT_GUILDS[10]	TXT_GUILDS	Каторжник	Skazaniec
5448	27	84401	TXT_TYPEGUILDS	TXT_GUILDS[11]	TXT_GUILDS	Ищущий	Poszukiwacz
5449	27	84402	TXT_TYPEGUILDS	TXT_GUILDS[12]	TXT_GUILDS	Сектант	Nowicjusz
5450	27	84403	TXT_TYPEGUILDS	TXT_GUILDS[12]	TXT_GUILDS	Страж	Strażnik Świątynny
5451	27	84404	TXT_TYPEGUILDS	TXT_GUILDS[12]	TXT_GUILDS	Гуру	Guru
5452	27	84405	TXT_TYPEGUILDS	TXT_GUILDS[12]	TXT_GUILDS	Сектант	Nowicjusz
5453	27	84406	TXT_TYPEGUILDS	TXT_GUILDS[13]	TXT_GUILDS	Пират	Pirat
5454	27	84407	TXT_TYPEGUILDS	TXT_GUILDS[14]	TXT_GUILDS	Адепт Воды	Nowicjusz wody
5455	27	84408	TXT_TYPEGUILDS	TXT_GUILDS[14]	TXT_GUILDS	Маг Воды	Mag Wody
5456	27	84409	TXT_TYPEGUILDS	TXT_GUILDS[14]	TXT_GUILDS	Адепт Тьмы	Nowicjusz mroku
5457	27	84410	TXT_TYPEGUILDS	TXT_GUILDS[14]	TXT_GUILDS	Некромаг	Nekromanta
5458	27	84411	TXT_TYPEGUILDS	TXT_GUILDS[14]	TXT_GUILDS	Маг	Mag
5459	27	84414	TXT_TYPEGUILDS	TXT_GUILDS[17]	TXT_GUILDS	Мясной жук	Chrząszcz
5460	27	84415	TXT_TYPEGUILDS	TXT_GUILDS[18]	TXT_GUILDS	Овца	Owca
5461	27	84416	TXT_TYPEGUILDS	TXT_GUILDS[19]	TXT_GUILDS	Гоблин	Goblin
5462	27	84417	TXT_TYPEGUILDS	TXT_GUILDS[20]	TXT_GUILDS	Гоблин-скелет	Szkielet goblin
5463	27	84418	TXT_TYPEGUILDS	TXT_GUILDS[21]	TXT_GUILDS	Вызванный гоблин-скелет	Przywołany szkielet goblin
5464	27	84419	TXT_TYPEGUILDS	TXT_GUILDS[22]	TXT_GUILDS	Падальщик	Ścierwojad
5465	27	84420	TXT_TYPEGUILDS	TXT_GUILDS[23]	TXT_GUILDS	Гигантская крыса	Olbrzymi szczur
5466	27	84421	TXT_TYPEGUILDS	TXT_GUILDS[24]	TXT_GUILDS	Полевой жук	Polna bestia
5467	27	84422	TXT_TYPEGUILDS	TXT_GUILDS[25]	TXT_GUILDS	Кровяной шершень	Krwiopijca
5468	27	84423	TXT_TYPEGUILDS	TXT_GUILDS[26]	TXT_GUILDS	Варан	Jaszczur
5469	27	84424	TXT_TYPEGUILDS	TXT_GUILDS[27]	TXT_GUILDS	Волк	Wilk
5470	27	84425	TXT_TYPEGUILDS	TXT_GUILDS[28]	TXT_GUILDS	Вызванный волк	Przywołany wilk
5471	27	84426	TXT_TYPEGUILDS	TXT_GUILDS[29]	TXT_GUILDS	Ползун	Pełzacz
5472	27	84427	TXT_TYPEGUILDS	TXT_GUILDS[30]	TXT_GUILDS	Луркер	Topielec
5473	27	84428	TXT_TYPEGUILDS	TXT_GUILDS[31]	TXT_GUILDS	Скелет	Szkielet
5474	27	84429	TXT_TYPEGUILDS	TXT_GUILDS[32]	TXT_GUILDS	Вызванный скелет	Przywołany szkielet
5475	27	84430	TXT_TYPEGUILDS	TXT_GUILDS[33]	TXT_GUILDS	Скелет-Маг	Szkielet mag
5476	27	84431	TXT_TYPEGUILDS	TXT_GUILDS[34]	TXT_GUILDS	Зомби	Zombie
5477	27	84432	TXT_TYPEGUILDS	TXT_GUILDS[35]	TXT_GUILDS	Снеппер	Zębacz
5478	27	84433	TXT_TYPEGUILDS	TXT_GUILDS[36]	TXT_GUILDS	Мракорис	Cieniostwór
5479	27	84434	TXT_TYPEGUILDS	TXT_GUILDS[37]	TXT_GUILDS	Скелет мракориса	Szkielet cieniostwór
5480	27	84435	TXT_TYPEGUILDS	TXT_GUILDS[38]	TXT_GUILDS	Гарпия	Harpia
5481	27	84436	TXT_TYPEGUILDS	TXT_GUILDS[39]	TXT_GUILDS	Каменный голем	Kamienny golem
5482	27	84437	TXT_TYPEGUILDS	TXT_GUILDS[40]	TXT_GUILDS	Огненный голем	Ognisty golem
5483	27	84438	TXT_TYPEGUILDS	TXT_GUILDS[41]	TXT_GUILDS	Ледяной голем	Śnieżny golem
5484	27	84439	TXT_TYPEGUILDS	TXT_GUILDS[42]	TXT_GUILDS	Вызванный голем	Przywołany golem
5485	27	84440	TXT_TYPEGUILDS	TXT_GUILDS[43]	TXT_GUILDS	Демон	Demon
5486	27	84441	TXT_TYPEGUILDS	TXT_GUILDS[44]	TXT_GUILDS	Вызванный демон	Przywołany golem
5487	27	84442	TXT_TYPEGUILDS	TXT_GUILDS[45]	TXT_GUILDS	Тролль	Troll
5488	27	84443	TXT_TYPEGUILDS	TXT_GUILDS[46]	TXT_GUILDS	Болотожор	Wąż błotny
5489	27	84444	TXT_TYPEGUILDS	TXT_GUILDS[47]	TXT_GUILDS	Дракон	Smok
5490	27	84445	TXT_TYPEGUILDS	TXT_GUILDS[48]	TXT_GUILDS	Кротокрыс	Kretoszczur
5491	27	84446	TXT_TYPEGUILDS	TXT_GUILDS[49]	TXT_GUILDS	Аллигатор	Aligator
5492	27	84447	TXT_TYPEGUILDS	TXT_GUILDS[50]	TXT_GUILDS	Болотный голем	Bagienny golem
5493	27	84448	TXT_TYPEGUILDS	TXT_GUILDS[51]	TXT_GUILDS	Каменный страж	Kamienny strażnik
5494	27	84449	TXT_TYPEGUILDS	TXT_GUILDS[52]	TXT_GUILDS	Ягуар	Jaguar
5495	27	84450	TXT_TYPEGUILDS	TXT_GUILDS[53]	TXT_GUILDS	Болотная муха	Bagienny truteń
5496	27	84451	TXT_TYPEGUILDS	TXT_GUILDS[54]	TXT_GUILDS	Каменный страж	Kamienny strażnik
5497	27	84452	TXT_TYPEGUILDS	TXT_GUILDS[55]	TXT_GUILDS	Зомби	Zombie
5498	27	84453	TXT_TYPEGUILDS	TXT_GUILDS[56]	TXT_GUILDS	СВОБОДНО	WOLNE
5499	27	84454	TXT_TYPEGUILDS	TXT_GUILDS[57]	TXT_GUILDS	СВОБОДНО	WOLNE
5500	27	84455	TXT_TYPEGUILDS	TXT_GUILDS[58]	TXT_GUILDS	Разделитель орков	Niszczyciel orków
5501	27	84456	TXT_TYPEGUILDS	TXT_GUILDS[59]	TXT_GUILDS	Орк	Ork
5502	27	84457	TXT_TYPEGUILDS	TXT_GUILDS[60]	TXT_GUILDS	Дружественный орк	Przyjazny ork
5503	27	84458	TXT_TYPEGUILDS	TXT_GUILDS[61]	TXT_GUILDS	Орк-нежить	Nieumarły ork
5504	27	84459	TXT_TYPEGUILDS	TXT_GUILDS[62]	TXT_GUILDS	Человеко-ящер	Jaszczuroczłek
5505	27	84460	TXT_TYPEGUILDS	TXT_GUILDS[63]	TXT_GUILDS	СВОБОДНО	WOLNE
5506	27	84461	TXT_TYPEGUILDS	TXT_GUILDS[64]	TXT_GUILDS	СВОБОДНО	WOLNE
