NR	FILENR	ID	SYMBOL	USE	TRACE	RU	PL
71135	-1	60325	DIA_FALCUS_RYTUAL_INFO	AI_OUTPUT(SELF,OTHER,"DIA_Falcus_Rytual_10_04")	SUBTITLE	Сразу после захвата крепости, он обратился против них, проклял воинов и лишил шаманов душ, сделав их бездушными монстрами.	Ńđŕçó ďîńëĺ çŕőâŕňŕ ęđĺďîńňč, îí îáđŕňčëń˙ ďđîňčâ íčő, ďđîęë˙ë âîčíîâ č ëčřčë řŕěŕíîâ äóř, ńäĺëŕâ čő áĺçäóříűěč ěîíńňđŕěč.
71136	2888	212306	DIA_FALCUS_RYTUAL_INFO	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	Зверь оказался не так мил с ними - подумали орки. Орки подверглись истреблению. Зверь навсегда поглотил души шаманов и проклял воинов.	Bestia nie okazała się dla nich zbyt łaskawa - tak pomyśleli orkowie. Orkowie zostali wybici. Bestia na zawsze pochłonęła dusze szamanów i przeklęła wojowników.
71137	2888	212307	DIA_FALCUS_BESTIAHUNTER	C_INFO.DESCRIPTION	C_INFO.DESCRIPTION	А что теперь будет со мной?	Ŕ ÷ňî ňĺďĺđü áóäĺň ńî ěíîé?
71138	-1	60328	DIA_FALCUS_BESTIAHUNTER_INFO	AI_OUTPUT(OTHER,SELF,"DIA_Falcus_BestiaHunter_15_00")	SUBTITLE	А что теперь будет со мной?	Ŕ ÷ňî ňĺďĺđü áóäĺň ńî ěíîé?
71139	-1	60328	DIA_FALCUS_BESTIAHUNTER_INFO	AI_OUTPUT(SELF,OTHER,"DIA_Falcus_BestiaHunter_10_01")	SUBTITLE	Проклятие легло и на тебя.	Ďđîęë˙ňčĺ ëĺăëî č íŕ ňĺá˙.
71140	-1	60328	DIA_FALCUS_BESTIAHUNTER_INFO	AI_OUTPUT(SELF,OTHER,"DIA_Falcus_BestiaHunter_10_02")	SUBTITLE	Переступив порог этого места, ты навлек на себя и на своих товарищей, огромную опасность.	Ďĺđĺńňóďčâ ďîđîă ýňîăî ěĺńňŕ, ňű íŕâëĺę íŕ ńĺá˙ č íŕ ńâîčő ňîâŕđčůĺé, îăđîěíóţ îďŕńíîńňü.
71141	-1	60328	DIA_FALCUS_BESTIAHUNTER_INFO	AI_OUTPUT(SELF,OTHER,"DIA_Falcus_BestiaHunter_10_03")	SUBTITLE	Берегись, зверь во что бы то ни стало попытается добраться до тебя.	Áĺđĺăčńü, çâĺđü âî ÷ňî áű ňî íč ńňŕëî ďîďűňŕĺňń˙ äîáđŕňüń˙ äî ňĺá˙.
71142	-1	60328	DIA_FALCUS_BESTIAHUNTER_INFO	AI_OUTPUT(SELF,OTHER,"DIA_Falcus_BestiaHunter_10_04")	SUBTITLE	От него никак не ускользнешь, тьма еще больше усилит его силы.	Îň íĺăî íčęŕę íĺ óńęîëüçíĺřü, ňüěŕ ĺůĺ áîëüřĺ óńčëčň ĺăî ńčëű.
71143	-1	60328	DIA_FALCUS_BESTIAHUNTER_INFO	AI_OUTPUT(SELF,OTHER,"DIA_Falcus_BestiaHunter_10_05")	SUBTITLE	Единственный способ спасти себя - покинуть долину как можно скорее.	Ĺäčíńňâĺííűé ńďîńîá ńďŕńňč ńĺá˙ - ďîęčíóňü äîëčíó ęŕę ěîćíî ńęîđĺĺ.
71144	-1	60328	DIA_FALCUS_BESTIAHUNTER_INFO	AI_OUTPUT(OTHER,SELF,"DIA_Falcus_BestiaHunter_10_06")	SUBTITLE	Разве нет другого выхода?	Đŕçâĺ íĺň äđóăîăî âűőîäŕ?
71145	-1	60328	DIA_FALCUS_BESTIAHUNTER_INFO	AI_OUTPUT(OTHER,SELF,"DIA_Falcus_BestiaHunter_10_07")	SUBTITLE	Мне не верится, что его нельзя убить.	Ěíĺ íĺ âĺđčňń˙, ÷ňî ĺăî íĺëüç˙ óáčňü.
71146	-1	60328	DIA_FALCUS_BESTIAHUNTER_INFO	AI_OUTPUT(SELF,OTHER,"DIA_Falcus_BestiaHunter_10_08")	SUBTITLE	Разумеется, существует один способ убить его, но до сих пор этого не удавалось сделать никому.	Đŕçóěĺĺňń˙, ńóůĺńňâóĺň îäčí ńďîńîá óáčňü ĺăî, íî äî ńčő ďîđ ýňîăî íĺ óäŕâŕëîńü ńäĺëŕňü íčęîěó.
71147	-1	60328	DIA_FALCUS_BESTIAHUNTER_INFO	AI_OUTPUT(SELF,OTHER,"DIA_Falcus_BestiaHunter_10_09")	SUBTITLE	Только Солнечный Клинок может уничтожить зверя.	Ňîëüęî Ńîëíĺ÷íűé Ęëčíîę ěîćĺň óíč÷ňîćčňü çâĺđ˙.
71148	-1	60328	DIA_FALCUS_BESTIAHUNTER_INFO	AI_OUTPUT(OTHER,SELF,"DIA_Falcus_BestiaHunter_10_10")	SUBTITLE	Где он сейчас?	Ăäĺ îí ńĺé÷ŕń?
71149	-1	60328	DIA_FALCUS_BESTIAHUNTER_INFO	AI_OUTPUT(SELF,OTHER,"DIA_Falcus_BestiaHunter_10_11")	SUBTITLE	Он был похоронен вместе с его владельцем.	Îí áűë ďîőîđîíĺí âěĺńňĺ ń ĺăî âëŕäĺëüöĺě.
71150	-1	60328	DIA_FALCUS_BESTIAHUNTER_INFO	AI_OUTPUT(OTHER,SELF,"DIA_Falcus_BestiaHunter_10_12")	SUBTITLE	Где я могу найти его могилу?	Ăäĺ ˙ ěîăó íŕéňč ĺăî ěîăčëó?
71151	-1	60328	DIA_FALCUS_BESTIAHUNTER_INFO	AI_OUTPUT(SELF,OTHER,"DIA_Falcus_BestiaHunter_10_13")	SUBTITLE	Его тело было погребено в западном склепе.	Ĺăî ňĺëî áűëî ďîăđĺáĺíî â çŕďŕäíîě ńęëĺďĺ.
71152	-1	60328	DIA_FALCUS_BESTIAHUNTER_INFO	AI_OUTPUT(SELF,OTHER,"DIA_Falcus_BestiaHunter_10_14")	SUBTITLE	Саркофаг находится в последнем вестибюле, увенчанном статуей паладина.	Ńŕđęîôŕă íŕőîäčňń˙ â ďîńëĺäíĺě âĺńňčáţëĺ, óâĺí÷ŕííîě ńňŕňóĺé ďŕëŕäčíŕ.
71153	-1	60328	DIA_FALCUS_BESTIAHUNTER_INFO	AI_OUTPUT(SELF,OTHER,"DIA_Falcus_BestiaHunter_10_15")	SUBTITLE	Как только ты найдешь этот клинок, возвращайся с ним ко мне.	Ęŕę ňîëüęî ňű íŕéäĺřü ýňîň ęëčíîę, âîçâđŕůŕéń˙ ń íčě ęî ěíĺ.
71154	-1	60328	DIA_FALCUS_BESTIAHUNTER_INFO	AI_OUTPUT(SELF,OTHER,"DIA_Falcus_BestiaHunter_10_16")	SUBTITLE	А теперь отправляйся в путь, осталось совсем немного времени.	Ŕ ňĺďĺđü îňďđŕâë˙éń˙ â ďóňü, îńňŕëîńü ńîâńĺě íĺěíîăî âđĺěĺíč.
71155	2888	212325	DIA_FALCUS_BESTIAHUNTER_INFO	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	Я навлек на нас погибель - мы оказались прокляты. Единственное, что может спасти нас от смерти - это Солнечный Клинок. Только он может убить зверя. Мне придется отправиться в склеп за этим клинком. Я чувствую, что без помощи другого человека мне будет трудно заполучить его. Обо всем исчезновении я должен обязательно сообщить Эрвину.	Sprowadziłem na nas zagładę - zostaliśmy przeklęci. Jedyną rzeczą, która może uratować nas przed śmiercią, jest Słoneczne Ostrze. Tylko ono może zabić bestię. Będę musiał udać się do krypty po ten miecz. Czuję, że bez pomocy innej osoby trudno będzie mi go zdobyć. O całym zniknięciu muszę koniecznie powiadomić Erwina.
71156	2888	212326	DIA_FALCUS_CRYPT	C_INFO.DESCRIPTION	C_INFO.DESCRIPTION	Как попасть в этот склеп?	Ęŕę ďîďŕńňü â ýňîň ńęëĺď?
71157	-1	60331	DIA_FALCUS_CRYPT_INFO	AI_OUTPUT(OTHER,SELF,"DIA_Falcus_Crypt_15_00")	SUBTITLE	Как попасть в этот склеп?	Ęŕę ďîďŕńňü â ýňîň ńęëĺď?
71158	-1	60331	DIA_FALCUS_CRYPT_INFO	AI_OUTPUT(SELF,OTHER,"DIA_Falcus_Crypt_10_01")	SUBTITLE	Выйдя из библиотеки, следуй по тропе все время, пока не дойдешь до ее развилки.	Âűéä˙ čç áčáëčîňĺęč, ńëĺäóé ďî ňđîďĺ âńĺ âđĺě˙, ďîęŕ íĺ äîéäĺřü äî ĺĺ đŕçâčëęč.
71159	-1	60331	DIA_FALCUS_CRYPT_INFO	AI_OUTPUT(SELF,OTHER,"DIA_Falcus_Crypt_10_02")	SUBTITLE	Сверни вправо и следуй все время в гору, пока не достигнешь холма.	Ńâĺđíč âďđŕâî č ńëĺäóé âńĺ âđĺě˙ â ăîđó, ďîęŕ íĺ äîńňčăíĺřü őîëěŕ.
71160	-1	60331	DIA_FALCUS_CRYPT_INFO	AI_OUTPUT(SELF,OTHER,"DIA_Falcus_Crypt_10_03")	SUBTITLE	Именно на нем был возведен склеп.	Čěĺííî íŕ íĺě áűë âîçâĺäĺí ńęëĺď.
71161	2888	212331	DIA_FALCUS_INNOSEDGE_SUCCESS	C_INFO.DESCRIPTION	C_INFO.DESCRIPTION	Я достал клинок Инноса.	ß äîńňŕë ęëčíîę Čííîńŕ.
71162	-1	60334	DIA_FALCUS_INNOSEDGE_SUCCESS_INFO	AI_OUTPUT(OTHER,SELF,"DIA_Falcus_InnosEdge_Success_15_00")	SUBTITLE	Я достал клинок Инноса.	ß äîńňŕë ęëčíîę Čííîńŕ.
71163	-1	60334	DIA_FALCUS_INNOSEDGE_SUCCESS_INFO	AI_OUTPUT(SELF,OTHER,"DIA_Falcus_InnosEdge_Success_10_01")	SUBTITLE	Теперь у тебя в руках могущественный клинок.	Ňĺďĺđü ó ňĺá˙ â đóęŕő ěîăóůĺńňâĺííűé ęëčíîę.
71164	-1	60334	DIA_FALCUS_INNOSEDGE_SUCCESS_INFO	AI_OUTPUT(SELF,OTHER,"DIA_Falcus_InnosEdge_Success_10_02")	SUBTITLE	Помни, никогда не используй клинок для совершения злодеяний, никогда не причиняй им зло.	Ďîěíč, íčęîăäŕ íĺ čńďîëüçóé ęëčíîę äë˙ ńîâĺđřĺíč˙ çëîäĺ˙íčé, íčęîăäŕ íĺ ďđč÷čí˙é čě çëî.
71165	-1	60334	DIA_FALCUS_INNOSEDGE_SUCCESS_INFO	AI_OUTPUT(SELF,OTHER,"DIA_Falcus_InnosEdge_Success_10_03")	SUBTITLE	Используй его только во время встречи со зверем!	Čńďîëüçóé ĺăî ňîëüęî âî âđĺě˙ âńňđĺ÷č ńî çâĺđĺě!
71166	-1	60334	DIA_FALCUS_INNOSEDGE_SUCCESS_INFO	AI_OUTPUT(SELF,OTHER,"DIA_Falcus_InnosEdge_Success_10_04")	SUBTITLE	И еще, битва будет не простой.	Č ĺůĺ, áčňâŕ áóäĺň íĺ ďđîńňîé.
71167	-1	60334	DIA_FALCUS_INNOSEDGE_SUCCESS_INFO	AI_OUTPUT(OTHER,SELF,"DIA_Falcus_InnosEdge_Success_10_05")	SUBTITLE	Я запомню эти слова.	ß çŕďîěíţ ýňč ńëîâŕ.
71168	-1	60334	DIA_FALCUS_INNOSEDGE_SUCCESS_INFO	AI_OUTPUT(OTHER,SELF,"DIA_Falcus_InnosEdge_Success_10_06")	SUBTITLE	А что теперь будет с тобой?	Ŕ ÷ňî ňĺďĺđü áóäĺň ń ňîáîé?
71169	-1	60334	DIA_FALCUS_INNOSEDGE_SUCCESS_INFO	AI_OUTPUT(SELF,OTHER,"DIA_Falcus_InnosEdge_Success_10_07")	SUBTITLE	Моя душа не обретет покоя, пока с меня не спадет проклятие.	Ěî˙ äóřŕ íĺ îáđĺňĺň ďîęî˙, ďîęŕ ń ěĺí˙ íĺ ńďŕäĺň ďđîęë˙ňčĺ.
71170	-1	60334	DIA_FALCUS_INNOSEDGE_SUCCESS_INFO	AI_OUTPUT(SELF,OTHER,"DIA_Falcus_InnosEdge_Success_10_08")	SUBTITLE	Это моя тюрьма, место мучения, только милосердие Инноса может освободить меня от этого проклятия.	Ýňî ěî˙ ňţđüěŕ, ěĺńňî ěó÷ĺíč˙, ňîëüęî ěčëîńĺđäčĺ Čííîńŕ ěîćĺň îńâîáîäčňü ěĺí˙ îň ýňîăî ďđîęë˙ňč˙.
71171	-1	60334	DIA_FALCUS_INNOSEDGE_SUCCESS_INFO	AI_OUTPUT(OTHER,SELF,"DIA_Falcus_InnosEdge_Success_10_09")	SUBTITLE	Я помогу тебе освободиться из-под его владычества.	ß ďîěîăó ňĺáĺ îńâîáîäčňüń˙ čç-ďîä ĺăî âëŕäű÷ĺńňâŕ.
71172	-1	60334	DIA_FALCUS_INNOSEDGE_SUCCESS_INFO	AI_OUTPUT(OTHER,SELF,"DIA_Falcus_InnosEdge_Success_10_10")	SUBTITLE	Только скажи, как мне это сделать?	Ňîëüęî ńęŕćč, ęŕę ěíĺ ýňî ńäĺëŕňü?
71173	-1	60334	DIA_FALCUS_INNOSEDGE_SUCCESS_INFO	AI_OUTPUT(SELF,OTHER,"DIA_Falcus_InnosEdge_Success_10_11")	SUBTITLE	Ты хороший человек, солдат.	Ňű őîđîřčé ÷ĺëîâĺę, ńîëäŕň.
71174	-1	60334	DIA_FALCUS_INNOSEDGE_SUCCESS_INFO	AI_OUTPUT(SELF,OTHER,"DIA_Falcus_InnosEdge_Success_10_12")	SUBTITLE	Чтобы снять с меня проклятие, тебе придется приготовить особую воду и принести ее в жертву.	×ňîáű ńí˙ňü ń ěĺí˙ ďđîęë˙ňčĺ, ňĺáĺ ďđčäĺňń˙ ďđčăîňîâčňü îńîáóţ âîäó č ďđčíĺńňč ĺĺ â ćĺđňâó.
71175	-1	60334	DIA_FALCUS_INNOSEDGE_SUCCESS_INFO	AI_OUTPUT(SELF,OTHER,"DIA_Falcus_InnosEdge_Success_10_13")	SUBTITLE	Для ее создания тебе понадобятся эссенция магии и обычная вода.	Äë˙ ĺĺ ńîçäŕíč˙ ňĺáĺ ďîíŕäîá˙ňń˙ ýńńĺíöč˙ ěŕăčč č îáű÷íŕ˙ âîäŕ.
71176	-1	60334	DIA_FALCUS_INNOSEDGE_SUCCESS_INFO	AI_OUTPUT(SELF,OTHER,"DIA_Falcus_InnosEdge_Success_10_14")	SUBTITLE	После того, как ты найдешь их, тебе нужно будет найти статуэтку, которая не потеряла своих магических способностей, и благословить эту воду рядом с ней.	Ďîńëĺ ňîăî, ęŕę ňű íŕéäĺřü čő, ňĺáĺ íóćíî áóäĺň íŕéňč ńňŕňóýňęó, ęîňîđŕ˙ íĺ ďîňĺđ˙ëŕ ńâîčő ěŕăč÷ĺńęčő ńďîńîáíîńňĺé, č áëŕăîńëîâčňü ýňó âîäó đ˙äîě ń íĺé.
71177	-1	60334	DIA_FALCUS_INNOSEDGE_SUCCESS_INFO	AI_OUTPUT(SELF,OTHER,"DIA_Falcus_InnosEdge_Success_10_15")	SUBTITLE	При благословении ты должен аккуратно соединить эти ингредиенты.	Ďđč áëŕăîńëîâĺíčč ňű äîëćĺí ŕęęóđŕňíî ńîĺäčíčňü ýňč číăđĺäčĺíňű.
71178	-1	60334	DIA_FALCUS_INNOSEDGE_SUCCESS_INFO	AI_OUTPUT(SELF,OTHER,"DIA_Falcus_InnosEdge_Success_10_16")	SUBTITLE	Делай это осторожно, любое неверное движение может вызвать внезапный взрыв эссенции.	Äĺëŕé ýňî îńňîđîćíî, ëţáîĺ íĺâĺđíîĺ äâčćĺíčĺ ěîćĺň âűçâŕňü âíĺçŕďíűé âçđűâ ýńńĺíöčč.
71179	-1	60334	DIA_FALCUS_INNOSEDGE_SUCCESS_INFO	AI_OUTPUT(SELF,OTHER,"DIA_Falcus_InnosEdge_Success_10_17")	SUBTITLE	Вместе с этой водой ты пойдешь в храм и окропишь им наш святой храм, произнося такие слова:	Âěĺńňĺ ń ýňîé âîäîé ňű ďîéäĺřü â őđŕě č îęđîďčřü čě íŕř ńâ˙ňîé őđŕě, ďđîčçíîń˙ ňŕęčĺ ńëîâŕ:
71180	-1	60334	DIA_FALCUS_INNOSEDGE_SUCCESS_INFO	AI_OUTPUT(SELF,OTHER,"DIA_Falcus_InnosEdge_Success_10_18")	SUBTITLE	'О Иннос, правитель всех душ, сжалься над страдающей душой, сними с нее иго проклятия и вырви из плена Зла'.	'Î Čííîń, ďđŕâčňĺëü âńĺő äóř, ńćŕëüń˙ íŕä ńňđŕäŕţůĺé äóřîé, ńíčěč ń íĺĺ čăî ďđîęë˙ňč˙ č âűđâč čç ďëĺíŕ Çëŕ'.
71181	-1	60334	DIA_FALCUS_INNOSEDGE_SUCCESS_INFO	AI_OUTPUT(SELF,OTHER,"DIA_Falcus_InnosEdge_Success_10_19")	SUBTITLE	После этих слов ты добавишь:	Ďîńëĺ ýňčő ńëîâ ňű äîáŕâčřü:
71182	-1	60334	DIA_FALCUS_INNOSEDGE_SUCCESS_INFO	AI_OUTPUT(SELF,OTHER,"DIA_Falcus_InnosEdge_Success_10_20")	SUBTITLE	'Пусть эта вода завершит мои слова'.	'Ďóńňü ýňŕ âîäŕ çŕâĺđřčň ěîč ńëîâŕ'.
71183	-1	60334	DIA_FALCUS_INNOSEDGE_SUCCESS_INFO	AI_OUTPUT(SELF,OTHER,"DIA_Falcus_InnosEdge_Success_10_21")	SUBTITLE	Благодаря этому я наконец буду свободен.	Áëŕăîäŕđ˙ ýňîěó ˙ íŕęîíĺö áóäó ńâîáîäĺí.
71184	2888	212354	DIA_FALCUS_INNOSEDGE_SUCCESS_INFO	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	Я получил Солнечный Клинок. Теперь он в моем распоряжении.	Zdobyłem Słoneczne Ostrze. Teraz jest w moim posiadaniu.
71185	2888	212355	DIA_FALCUS_INNOSEDGE_SUCCESS_INFO	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	Фалькус хочет, чтобы я снял с него проклятие, наложенное шаманами орков. Чтобы сделать это, мне нужно будет найти эссенцию магии, и во время благословения смешать ее в воде. Полученной водой я должен буду окропить алтарь в храме Инноса, произнеся следующие слова: 'О Иннос, правитель всех душ, сжалься над страдающей душой, сними с нее иго проклятия и вырви из плена Зла', после добавив: 'Пусть эта вода завершит мои слова'.	Falkus chce, żebym zdjął z niego klątwę nałożoną przez szamanów orków. Aby tego dokonać, będę musiał znaleźć esencję magii i podczas błogosławieństwa wymieszać ją z wodą. Otrzymaną wodą mam skropić ołtarz w świątyni Innosa, wypowiadając następujące słowa: „O Innosie, władco wszystkich dusz, zlituj się nad cierpiącą duszą, zdejmij z niej jarzmo klątwy i wyrwij ją z niewoli Zła”, a następnie dodać: „Niech ta woda dopełni moje słowa”.
71186	2888	212356	DIA_FALCUS_MAGICSTONE	C_INFO.DESCRIPTION	C_INFO.DESCRIPTION	Где мне найти эссенцию магии?	Ăäĺ ěíĺ íŕéňč ýńńĺíöčţ ěŕăčč?
71187	-1	60337	DIA_FALCUS_MAGICSTONE_INFO	AI_OUTPUT(OTHER,SELF,"DIA_Falcus_MagicStone_15_00")	SUBTITLE	Где мне найти эссенцию магии?	Ăäĺ ěíĺ íŕéňč ýńńĺíöčţ ěŕăčč?
71188	-1	60337	DIA_FALCUS_MAGICSTONE_INFO	AI_OUTPUT(SELF,OTHER,"DIA_Falcus_MagicStone_10_01")	SUBTITLE	Эссенция магии - это камень, вобравший в себе большой заряд магии.	Ýńńĺíöč˙ ěŕăčč - ýňî ęŕěĺíü, âîáđŕâřčé â ńĺáĺ áîëüřîé çŕđ˙ä ěŕăčč.
71189	-1	60337	DIA_FALCUS_MAGICSTONE_INFO	AI_OUTPUT(SELF,OTHER,"DIA_Falcus_MagicStone_10_02")	SUBTITLE	Сорок лет назад его поместили в каменный круг в соседнем лесу.	Ńîđîę ëĺň íŕçŕä ĺăî ďîěĺńňčëč â ęŕěĺííűé ęđóă â ńîńĺäíĺě ëĺńó.
71190	-1	60337	DIA_FALCUS_MAGICSTONE_INFO	AI_OUTPUT(SELF,OTHER,"DIA_Falcus_MagicStone_10_03")	SUBTITLE	Получить его будет не так-то просто.	Ďîëó÷čňü ĺăî áóäĺň íĺ ňŕę-ňî ďđîńňî.
71191	-1	60337	DIA_FALCUS_MAGICSTONE_INFO	AI_OUTPUT(OTHER,SELF,"DIA_Falcus_MagicStone_10_04")	SUBTITLE	Почему?	Dlaczego?
71192	-1	60337	DIA_FALCUS_MAGICSTONE_INFO	AI_OUTPUT(SELF,OTHER,"DIA_Falcus_MagicStone_10_05")	SUBTITLE	Камень охраняют мертвые стражи, тебе придется столкнуться с ними.	Ęŕěĺíü îőđŕí˙ţň ěĺđňâűĺ ńňđŕćč, ňĺáĺ ďđčäĺňń˙ ńňîëęíóňüń˙ ń íčěč.
71193	-1	60337	DIA_FALCUS_MAGICSTONE_INFO	AI_OUTPUT(OTHER,SELF,"DIA_Falcus_MagicStone_10_06")	SUBTITLE	Я справлюсь.	Poradzę sobie.
71194	-1	60337	DIA_FALCUS_MAGICSTONE_INFO	AI_OUTPUT(OTHER,SELF,"DIA_Falcus_MagicStone_10_07")	SUBTITLE	Я прошел через весь склеп без ущерба для здоровья.	ß ďđîřĺë ÷ĺđĺç âĺńü ńęëĺď áĺç óůĺđáŕ äë˙ çäîđîâü˙.
71195	-1	60337	DIA_FALCUS_MAGICSTONE_INFO	AI_OUTPUT(OTHER,SELF,"DIA_Falcus_MagicStone_10_08")	SUBTITLE	С ними я тоже справлюсь.	Ń íčěč ˙ ňîćĺ ńďđŕâëţńü.
71196	-1	60337	DIA_FALCUS_MAGICSTONE_INFO	AI_OUTPUT(SELF,OTHER,"DIA_Falcus_MagicStone_10_09")	SUBTITLE	Приятно видеть столько энтузиазма и энергии в другом человеке.	Ďđč˙ňíî âčäĺňü ńňîëüęî ýíňóçčŕçěŕ č ýíĺđăčč â äđóăîě ÷ĺëîâĺęĺ.
71197	-1	60337	DIA_FALCUS_MAGICSTONE_INFO	AI_OUTPUT(SELF,OTHER,"DIA_Falcus_MagicStone_10_10")	SUBTITLE	Я рад, что на своем пути встретил именно тебя.	ß đŕä, ÷ňî íŕ ńâîĺě ďóňč âńňđĺňčë čěĺííî ňĺá˙.
71198	2888	212368	DIA_FALCUS_MAGICSTONE_INFO	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	Эссенция магии - это камень, вобравший в себя большой заряд магии. Он помешен в каменном кругу в соседнем лесу.	Esencja magii to kamień, który pochłonął ogromny ładunek magiczny. Znajduje się on w kamiennym kręgu w pobliskim lesie.
71199	2888	212369	DIA_FALCUS_HOLYSTATUE	C_INFO.DESCRIPTION	C_INFO.DESCRIPTION	Где мне искать статуэтку Инноса?	Ăäĺ ěíĺ čńęŕňü ńňŕňóýňęó Čííîńŕ?
71200	-1	60340	DIA_FALCUS_HOLYSTATUE_INFO	AI_OUTPUT(OTHER,SELF,"DIA_Falcus_HolyStatue_15_00")	SUBTITLE	Где мне искать статуэтку Инноса?	Ăäĺ ěíĺ čńęŕňü ńňŕňóýňęó Čííîńŕ?
71201	-1	60340	DIA_FALCUS_HOLYSTATUE_INFO	AI_OUTPUT(SELF,OTHER,"DIA_Falcus_HolyStatue_10_01")	SUBTITLE	Какое-то время назад круг Земли подарил Лорду Рехмону статуэтку Инноса.	Ęŕęîĺ-ňî âđĺě˙ íŕçŕä ęđóă Çĺěëč ďîäŕđčë Ëîđäó Đĺőěîíó ńňŕňóýňęó Čííîńŕ.
71202	-1	60340	DIA_FALCUS_HOLYSTATUE_INFO	AI_OUTPUT(SELF,OTHER,"DIA_Falcus_HolyStatue_10_02")	SUBTITLE	Она отличается от подобных ей статуэток.	Îíŕ îňëč÷ŕĺňń˙ îň ďîäîáíűő ĺé ńňŕňóýňîę.
71203	-1	60340	DIA_FALCUS_HOLYSTATUE_INFO	AI_OUTPUT(SELF,OTHER,"DIA_Falcus_HolyStatue_10_03")	SUBTITLE	Маги с огромным старанием инструктировали в нее золотые украшения.	Ěŕăč ń îăđîěíűě ńňŕđŕíčĺě číńňđóęňčđîâŕëč â íĺĺ çîëîňűĺ óęđŕřĺíč˙.
71204	-1	60340	DIA_FALCUS_HOLYSTATUE_INFO	AI_OUTPUT(SELF,OTHER,"DIA_Falcus_HolyStatue_10_04")	SUBTITLE	Статуэтка также была наполнена частью магической силы нашего священного храма.	Ńňŕňóýňęŕ ňŕęćĺ áűëŕ íŕďîëíĺíŕ ÷ŕńňüţ ěŕăč÷ĺńęîé ńčëű íŕřĺăî ńâ˙ůĺííîăî őđŕěŕ.
71205	-1	60340	DIA_FALCUS_HOLYSTATUE_INFO	AI_OUTPUT(SELF,OTHER,"DIA_Falcus_HolyStatue_10_05")	SUBTITLE	Ты с легкостью ее отыщешь в покоях замка.	Ňű ń ëĺăęîńňüţ ĺĺ îňűůĺřü â ďîęî˙ő çŕěęŕ.
71206	2888	212376	DIA_FALCUS_HOLYSTATUE_INFO	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	Статуэтка Инноса находится в покоях замка. Это богато украшенная статуэтка, в которую маги вложили часть магической силы храма.	Figurka Innosa znajduje się w komnatach zamku. Jest to bogato zdobiona statuetka, w którą magowie przelali część magicznej mocy świątyni.
71207	-1	60343	DIA_FALCUS_END_INFO	AI_OUTPUT(SELF,OTHER,"DIA_Falcus_End_15_00")	SUBTITLE	Наконец-то свобода!	Íŕęîíĺö-ňî ńâîáîäŕ!
71208	-1	60343	DIA_FALCUS_END_INFO	AI_OUTPUT(OTHER,SELF,"DIA_Falcus_End_10_01")	SUBTITLE	Молитва сработала.	Ěîëčňâŕ ńđŕáîňŕëŕ.
71209	-1	60343	DIA_FALCUS_END_INFO	AI_OUTPUT(OTHER,SELF,"DIA_Falcus_End_10_02")	SUBTITLE	Похоже, что и храм вернул себе былую силу.	Ďîőîćĺ, ÷ňî č őđŕě âĺđíóë ńĺáĺ áűëóţ ńčëó.
71210	-1	60343	DIA_FALCUS_END_INFO	AI_OUTPUT(SELF,OTHER,"DIA_Falcus_End_15_03")	SUBTITLE	Спасибо за помощь в освобождении меня от проклятия.	Ńďŕńčáî çŕ ďîěîůü â îńâîáîćäĺíčč ěĺí˙ îň ďđîęë˙ňč˙.
71211	-1	60343	DIA_FALCUS_END_INFO	AI_OUTPUT(SELF,OTHER,"DIA_Falcus_End_15_04")	SUBTITLE	Я не забуду о тебе.	ß íĺ çŕáóäó î ňĺáĺ.
71212	-1	60343	DIA_FALCUS_END_INFO	AI_OUTPUT(SELF,OTHER,"DIA_Falcus_End_15_05")	SUBTITLE	Пора уходить на заслуженный покой.	Ďîđŕ óőîäčňü íŕ çŕńëóćĺííűé ďîęîé.
71213	-1	60343	DIA_FALCUS_END_INFO	AI_OUTPUT(SELF,OTHER,"DIA_Falcus_End_15_06")	SUBTITLE	Да хранит тебя Иннос!	I niech Innos cię strzeże!
71214	2888	212384	DIA_FALCUS_END_INFO	B_LOGENTRY.ENTRY	LOG_ADDENTRY.PAR1	Мне удалось! Фалькус был освобожден от проклятия. Теперь он, наконец-таки, сможет отправиться на покой. Мое задание выполнено. Время возвращаться в замок.	Udało się! Falkus został uwolniony od klątwy. Teraz w końcu będzie mógł odejść w spokoju. Moje zadanie zostało wykonane. Czas wracać do zamku.
71215	2888	212385	DIA_FALCUS_END_INFO	INFO_ADDCHOICE.PAR1	INFO_ADDCHOICE.PAR1	(далее)	(więcej)
71216	-1	60348	WOHERBEKOMMEN	AI_OUTPUT(SELF,OTHER,"NONE_6025_Baromir_Woherbekommen_Info_08_01")	SUBTITLE	Он есть у меня, но, разумеется, не все так просто.	Îí ĺńňü ó ěĺí˙, íî, đŕçóěĺĺňń˙, íĺ âńĺ ňŕę ďđîńňî.
